date,841_no frills,841_walmart,841_superstore,841_sobeys,841_costco,47_honda,47_ford,47_dodge,47_nissan,47_toyota,1190_wolseley,1190_gm,1190_chrysler,1190_ford,1190_automotive,1191_bikes,1191_bmx,1191_velo,1191_bicycle,1191_bike,1140_canoe,1140_boat,1140_kayak,1140_bateau,1140_sail,1213_trailers,1213_roulotte,1213_trailer,1213_camper,1213_rv,1013_vintage,1013_cars,1013_encan,1013_classic cars,1013_tucker,1214_trailers,1214_trucks,1214_trailer,1214_truck,1214_hebdo,806_lamborghini,806_spartan,806_mclaren,806_bugatti,806_performance,810_electric car,810_hybrid,810_motor,810_toyota,810_prius,1317_buddy,1317_smart car,1317_morris,1317_smart,1317_door lock,273_yamaha,273_harley davidson,273_motorcycles,273_harley,273_motorcycle,148_ski doo,148_arctic cat,148_polaris,148_arctic,148_atv,1147_plane,1147_aircraft,1147_cessna,1147_titan,1147_airplane,1212_scooter,1212_scooters,1212_yamaha,1212_roller,1212_vespa,610_vans,610_truck,610_ford,610_suv,610_dodge,815_honda,815_ford,815_bmw,815_dodge,815_toyota,1294_points,1294_permis de conduire,1294_speeding ticket,1294_speeding,1294_driving test,170_driving school,170_driving,170_change address,170_license,170_plate,138_tools,138_auto repair,138_apk,138_mechanic,138_automotive,89_tires,89_auto parts,89_rims,89_tire,89_garmin,473_used,473_cars,473_auto,473_autotrader,473_car,803_auto show,803_2010,803_home show,803_convention centre,803_car show,121_super,121_super c,121_circulaire,121_iga,121_grocery,276_pizza,276_restaurant,276_tim hortons,276_pizza pizza,276_restaurants,650_portail,650_doors,650_air conditioner,650_wood,650_home depot,73_sears,73_walmart,73_walmart canada,73_canadian tire,73_store,355_books,355_renaud,355_livres,355_librairie,355_livre,1146_eb games,1146_ebgames,1146_eb,1146_game,1146_games,18_walmart,18_netflix,18_kijiji,18_canadian tire,18_amazon,1225_outlet,1225_costco hours,1225_outlets,1225_wholesale,1225_costco,270_ikea,270_ikea canada,270_lighting,270_furniture,270_light,659_gas station,659_gas,659_shell,659_oil,659_alberta,1268_gas prices,1268_gas costco,1268_gas,1268_costco,1268_gas buddy,38_saaq,38_blue cross,38_assurance,38_insurance,38_desjardins,844_barcode,844_display,844_pos,844_rfid,844_scanner,614_ticketmaster,614_cineplex,614_vancouver,614_ticket,614_centre bell
2015-01-01,41,43,31,44,22,58,70,76,73,60,64,6,9,20,18,16,20,11,15,13,50,20,81,23,58,29,15,25,18,26,66,31,50,38,14,43,77,34,68,51,60,37,62,44,24,13,18,44,17,30,39,5,32,12,58,31,44,30,53,37,60,87,73,87,43,15,25,33,51,22,20,18,20,34,11,27,64,79,48,73,52,68,4,72,49,49,51,46,46,43,48,51,55,33,31,46,49,20,55,52,24,64,43,27,33,37,38,36,75,31,30,7,18,38,22,56,54,43,35,12,60,50,38,60,32,15,63,1,55,38,61,39,32,43,56,23,48,64,36,63,43,34,42,26,43,43,85,69,31,31,39,36,17,63,47,43,43,90,73,53,19,59,60,57,60,17,9,18,9,11,31,87,59,52,93,34,62,46,16,36,49,72,41,40,36
2015-02-01,41,40,30,47,22,62,75,81,75,62,65,8,14,27,21,18,23,15,17,15,54,22,68,28,65,35,21,29,22,33,58,34,65,43,21,53,77,44,65,56,61,36,67,46,31,15,16,46,19,31,29,5,32,14,47,34,47,30,53,39,72,92,75,92,46,17,24,27,41,26,20,15,17,27,15,28,71,95,50,83,52,74,4,77,52,51,50,51,52,39,47,51,49,33,36,46,59,21,58,54,23,60,49,25,28,40,39,35,84,32,31,6,45,39,44,56,55,44,33,12,60,54,51,60,36,16,68,2,55,39,54,35,27,41,54,16,45,58,34,48,39,31,37,24,40,39,83,69,29,28,33,36,17,59,46,38,40,90,66,49,22,60,55,54,50,12,8,14,8,9,33,90,62,54,90,37,57,54,25,44,69,68,45,47,48
2015-03-01,38,37,29,42,25,71,80,89,86,71,79,6,10,24,20,31,33,22,30,25,56,25,73,26,50,43,32,39,28,36,66,36,90,47,18,55,78,50,71,67,62,39,71,43,31,13,19,49,21,32,32,6,42,16,52,39,60,36,70,50,47,84,72,83,55,21,26,32,50,31,30,24,24,44,16,39,79,99,54,88,66,78,5,89,67,57,62,60,61,57,61,63,60,39,43,47,56,18,52,53,28,70,73,38,34,45,43,38,92,35,13,7,85,53,39,54,52,42,32,11,56,50,43,56,33,14,75,3,61,44,56,37,25,47,55,18,45,61,28,50,37,29,38,26,39,41,80,75,32,27,43,36,22,61,50,41,38,90,73,49,22,55,57,51,44,9,6,11,6,6,37,88,68,56,94,37,54,47,24,46,61,77,53,41,41
2015-04-01,40,41,33,47,36,83,79,95,92,73,79,9,9,23,22,44,46,38,43,34,61,27,65,31,49,46,38,49,30,45,54,38,96,48,18,66,77,60,66,74,76,38,85,44,32,18,17,48,23,34,35,8,37,16,52,45,70,47,78,60,18,39,47,39,62,18,25,37,47,30,42,35,38,35,28,42,75,81,47,78,74,77,5,93,67,65,70,64,64,58,60,67,67,40,44,40,53,18,52,54,41,83,88,56,38,50,46,39,96,39,5,6,29,41,31,53,53,37,32,13,57,48,41,57,32,14,80,5,63,53,51,40,25,64,56,17,38,58,30,50,33,27,32,25,33,44,74,86,43,28,49,49,25,65,53,39,37,91,68,48,21,55,62,48,42,8,5,9,5,5,48,79,66,57,96,31,56,47,20,36,56,62,37,51,37
2015-05-01,43,46,34,47,36,88,78,92,91,73,83,6,10,22,19,47,55,49,51,42,65,40,76,42,58,53,49,63,42,51,65,37,75,46,17,67,84,67,63,59,80,59,68,52,33,12,23,47,22,42,30,7,39,16,65,48,70,46,81,66,7,26,39,26,57,18,26,31,48,27,57,42,30,44,32,42,77,81,50,86,77,73,6,86,64,65,69,62,70,71,63,70,62,44,52,44,60,19,56,60,32,84,76,47,45,49,47,39,98,38,1,6,7,36,29,54,52,38,35,13,59,54,39,59,40,14,88,19,67,69,50,44,35,78,59,17,46,51,29,62,32,25,30,20,32,47,73,81,51,27,55,53,29,65,57,42,41,92,62,44,26,61,60,48,47,9,6,10,6,7,47,74,67,59,94,35,55,46,17,39,41,60,38,32,28
2015-06-01,39,45,32,46,27,84,77,91,85,71,82,5,14,18,26,45,53,40,48,39,67,50,82,51,66,52,53,60,52,52,80,36,63,45,14,69,85,67,69,62,81,48,75,50,32,17,20,49,26,41,32,8,28,15,66,42,67,45,78,62,7,23,36,23,52,17,27,28,45,28,54,48,34,43,25,41,79,82,48,85,75,73,5,92,59,73,60,64,67,68,67,71,68,42,47,40,62,19,55,58,27,84,63,39,44,47,45,37,98,39,1,6,3,31,47,52,49,38,32,13,55,53,41,55,42,14,85,22,67,67,49,45,35,70,57,16,37,57,34,52,40,36,40,25,41,49,82,78,48,29,48,50,24,67,58,41,41,89,67,42,30,62,60,43,43,9,5,11,5,6,45,80,69,61,90,24,54,45,16,30,60,76,55,42,26
2015-07-01,42,47,33,49,29,86,81,100,92,74,81,6,13,18,18,45,56,45,43,37,69,59,98,60,75,71,69,77,58,63,73,44,73,56,19,69,85,69,73,70,77,42,81,42,32,12,19,43,18,37,31,7,42,15,50,41,66,45,78,59,7,22,37,22,52,18,24,34,41,27,60,43,28,42,22,44,80,86,61,93,80,77,5,100,66,85,71,67,72,80,73,78,79,48,52,37,60,20,59,59,27,86,61,39,47,49,44,37,99,39,2,6,3,21,48,56,55,39,30,15,63,57,41,63,47,7,84,27,59,66,53,47,32,70,60,20,36,60,29,48,42,31,41,25,42,50,81,79,47,32,74,52,30,64,59,51,47,89,73,43,38,62,68,42,39,11,7,13,7,8,45,79,62,62,100,31,50,49,21,39,50,95,41,42,21
2015-08-01,41,46,35,50,42,85,80,98,93,79,77,4,7,14,20,41,50,35,41,32,68,53,93,55,69,75,69,72,55,60,80,38,65,44,21,68,88,66,72,74,79,33,65,45,30,12,22,44,25,46,38,7,54,16,63,40,70,40,77,55,13,29,42,29,53,17,26,34,50,27,64,44,29,42,26,48,80,93,60,98,78,79,5,97,72,74,72,75,71,84,74,80,75,48,46,41,62,22,55,59,28,83,60,40,47,49,47,38,99,39,3,6,4,34,44,56,55,39,31,17,68,60,43,68,50,11,84,11,62,61,58,46,24,65,62,20,49,69,39,51,47,31,45,27,46,50,81,80,42,33,75,51,33,71,56,60,47,91,75,49,42,75,68,48,44,17,9,19,9,16,44,76,59,59,95,33,62,44,22,33,55,86,36,48,23
2015-09-01,42,48,34,50,44,82,77,89,86,73,78,6,13,21,20,29,45,23,30,25,58,33,63,35,59,46,36,48,34,41,95,34,74,39,18,55,77,60,61,61,74,33,63,68,29,17,18,40,25,53,36,7,44,16,37,34,50,30,59,43,19,40,50,40,53,15,24,32,45,26,55,40,29,35,19,42,76,81,56,83,77,75,5,86,64,80,67,72,72,59,66,70,73,41,40,40,56,20,58,52,37,77,66,48,36,46,43,36,90,38,3,6,16,50,34,58,57,40,32,14,62,52,39,62,43,19,82,6,61,51,62,42,33,49,64,26,42,66,36,62,44,32,43,28,44,47,82,75,37,30,58,45,25,66,51,49,41,87,71,50,31,62,63,45,42,11,7,13,7,9,41,78,61,60,71,41,62,48,20,52,57,57,41,63,38
2015-10-01,40,44,32,47,28,73,69,82,85,72,88,5,14,19,24,21,34,13,20,17,52,19,48,21,48,29,24,29,25,31,67,30,65,36,20,47,70,47,66,53,62,21,78,49,25,15,18,40,23,45,35,9,31,16,52,29,37,25,45,33,26,51,50,51,48,14,24,31,49,26,48,37,23,38,16,32,70,77,55,78,70,68,5,77,68,73,57,65,67,60,50,54,69,37,35,47,57,20,54,56,67,75,77,66,29,42,41,35,78,34,2,5,16,48,8,51,50,39,31,13,64,53,40,64,38,19,77,2,63,46,62,40,33,46,63,16,45,48,38,61,42,32,41,29,42,46,83,70,36,31,54,46,26,65,56,41,36,88,68,55,28,57,63,46,38,8,6,10,6,8,46,69,59,55,73,32,58,43,22,37,52,67,36,57,37
2015-11-01,40,53,35,43,35,73,71,79,82,68,71,5,9,20,23,15,28,10,17,15,53,14,39,18,57,19,11,19,18,20,61,30,76,36,18,42,72,40,65,51,58,21,57,48,28,13,19,45,23,42,30,6,34,17,50,27,32,21,41,28,40,58,57,57,43,14,24,32,37,26,41,32,18,42,14,30,65,76,48,73,67,68,4,70,56,65,63,62,62,53,44,51,61,37,36,42,60,19,55,60,78,68,84,77,36,39,38,32,75,33,3,6,4,43,8,54,53,43,30,13,63,53,38,63,40,20,73,2,66,49,80,54,48,72,69,18,58,60,39,77,73,51,71,35,73,74,82,71,53,47,61,48,28,62,69,49,45,100,79,63,26,52,51,43,43,9,7,11,7,9,44,72,58,54,58,36,70,48,19,38,73,76,50,51,64
2015-12-01,45,78,53,59,39,61,62,76,71,58,75,4,6,15,19,16,24,10,17,13,46,14,38,20,65,18,9,16,18,17,64,30,64,35,18,38,71,39,67,45,61,18,58,51,27,17,17,38,20,43,35,7,35,16,58,28,41,20,49,26,45,65,59,64,40,14,24,31,37,23,39,26,24,39,9,32,69,72,43,71,58,58,4,65,47,58,60,51,54,44,42,51,52,33,35,39,53,23,52,45,36,65,57,46,42,33,35,29,67,27,4,5,4,30,6,71,69,47,41,15,72,58,43,72,43,15,58,1,56,40,74,67,51,80,87,22,98,67,61,85,89,57,86,44,87,80,85,63,52,53,69,67,29,68,78,44,41,86,72,60,31,54,51,42,37,11,8,13,8,10,37,72,53,48,57,41,57,39,21,48,68,97,52,47,58
2016-01-01,40,37,33,46,35,65,67,76,72,58,63,5,9,21,22,16,20,10,17,14,47,23,56,25,48,26,16,25,21,28,67,33,42,38,22,42,77,42,62,42,56,24,55,44,29,14,19,47,18,32,39,6,39,15,52,32,39,25,49,36,67,93,78,92,48,14,23,27,37,27,25,16,21,37,12,26,73,90,50,84,60,64,4,69,48,68,69,58,57,53,52,58,55,38,33,38,53,22,66,51,25,62,46,26,33,42,38,31,64,32,24,5,21,35,24,57,55,41,31,15,80,58,37,80,41,19,68,2,58,40,47,38,31,41,54,23,43,71,33,67,40,27,40,25,41,43,76,59,29,27,37,45,14,62,45,52,51,93,82,59,26,58,54,57,54,13,11,16,11,14,37,83,58,53,46,38,66,38,21,44,37,82,39,36,31
2016-02-01,39,38,32,47,42,69,70,81,74,63,64,5,11,26,15,18,25,15,19,17,44,23,47,28,45,40,31,35,30,39,75,32,63,45,17,51,82,49,77,49,48,23,68,41,26,14,17,47,24,52,37,6,45,16,67,34,46,29,58,39,70,76,72,75,51,15,23,28,36,24,21,18,21,34,12,41,71,85,54,83,65,68,4,76,52,74,62,64,62,52,53,60,55,37,34,43,60,21,65,48,22,66,53,25,27,43,39,33,67,32,28,5,50,40,45,56,53,42,30,15,81,60,70,81,46,19,68,2,61,37,39,32,21,34,54,16,30,65,31,52,34,28,33,22,34,36,65,59,26,24,43,40,13,66,38,48,45,95,76,56,27,57,54,57,47,14,10,17,10,20,36,81,61,53,44,32,75,50,27,36,44,73,40,37,30
2016-03-01,40,39,33,48,40,75,77,88,82,69,68,5,9,21,14,29,33,25,28,25,44,27,49,31,49,40,35,41,33,38,65,30,98,37,18,57,73,58,67,60,56,25,55,77,30,15,18,43,24,50,34,6,43,15,60,46,54,33,65,50,32,67,65,67,56,16,26,35,32,26,36,23,29,41,19,48,77,94,52,84,70,71,5,84,60,81,67,71,70,60,60,67,52,43,44,41,59,22,64,54,29,70,75,39,29,46,41,37,79,36,11,6,75,38,44,60,57,43,32,15,77,56,51,77,43,16,73,3,65,45,41,37,31,39,54,16,32,58,31,53,37,26,36,22,36,40,66,63,29,24,50,51,19,63,47,50,45,91,74,51,27,56,51,52,39,8,8,12,8,15,43,76,65,58,48,33,59,53,21,34,38,67,50,35,36
2016-04-01,39,39,29,39,28,86,76,88,85,74,78,4,9,20,20,39,45,40,41,36,49,33,61,36,49,47,49,57,38,46,62,26,79,36,20,61,77,67,69,68,57,22,70,45,33,23,20,49,26,54,30,5,37,16,44,49,62,41,76,60,13,34,45,34,61,15,24,31,33,25,53,39,34,49,32,50,77,82,51,92,77,73,5,84,68,84,66,71,69,51,61,64,61,44,48,36,62,21,73,63,41,78,82,54,34,48,44,39,73,37,3,6,38,46,34,51,49,40,30,13,77,59,39,77,42,17,81,8,73,54,41,37,35,49,53,15,30,60,26,52,30,23,29,19,29,41,56,68,41,26,45,48,20,61,54,52,48,90,77,53,29,54,51,51,38,8,6,11,6,12,49,73,68,59,46,28,62,45,18,35,54,50,41,48,24
2016-05-01,45,42,35,46,31,84,75,85,82,70,71,6,11,22,17,42,50,47,45,40,56,44,71,50,52,62,60,70,50,57,68,32,71,41,22,64,76,83,70,63,56,27,65,43,32,15,20,47,25,49,38,6,36,14,73,48,70,41,83,63,7,25,38,25,56,16,24,29,33,28,60,43,38,45,33,50,79,89,56,90,76,73,5,82,59,77,77,75,77,64,73,77,67,43,44,38,72,23,63,61,31,77,73,46,39,49,43,37,73,36,1,6,5,37,29,56,53,40,32,16,77,64,45,77,48,18,89,24,71,62,42,43,37,59,56,19,30,53,26,62,32,21,31,24,32,48,55,69,46,26,53,59,25,66,63,49,47,86,72,49,41,68,63,54,54,9,8,12,8,18,60,59,67,63,45,25,60,49,22,31,57,49,38,43,20
2016-06-01,44,41,34,46,44,81,73,87,81,67,82,4,11,15,23,39,48,44,42,37,51,52,71,61,57,57,57,72,54,57,64,37,70,42,19,65,81,77,63,57,60,49,73,46,31,18,23,46,25,47,39,6,31,15,68,44,62,36,77,64,6,22,32,22,48,17,26,30,34,26,55,41,34,43,28,51,84,87,54,91,73,69,5,82,58,81,63,69,70,65,69,73,60,51,51,39,76,21,71,57,27,75,58,38,42,48,43,37,68,35,1,6,4,27,58,56,54,40,34,17,84,61,45,84,48,20,82,25,72,60,39,43,28,57,57,17,36,64,28,56,31,23,30,23,31,47,55,65,46,26,51,49,20,66,55,51,47,82,66,47,41,72,61,46,35,9,8,14,8,25,52,73,68,62,44,29,54,48,17,30,53,65,42,39,16
2016-07-01,46,43,37,51,53,84,81,92,82,70,75,5,8,19,16,42,50,43,43,37,52,64,82,69,69,72,82,88,72,76,54,34,61,47,19,69,80,80,76,60,64,40,71,34,29,12,21,46,22,49,35,7,31,15,79,42,64,38,78,59,7,24,36,24,49,13,27,31,31,24,60,41,29,39,26,46,91,90,62,98,74,77,5,85,57,77,69,88,85,70,71,79,77,52,50,36,81,100,63,59,27,79,57,36,42,52,45,38,60,37,1,5,3,30,59,57,52,40,32,21,89,72,48,89,61,9,78,23,67,59,38,48,28,57,65,19,35,65,31,44,35,25,34,22,35,50,58,65,44,29,69,56,31,67,56,63,54,87,78,45,47,66,60,43,32,7,8,11,8,19,47,65,63,60,44,34,57,47,20,40,38,100,48,35,26
2016-08-01,41,41,36,41,43,84,81,90,89,72,87,7,13,23,23,36,59,40,37,33,56,56,78,60,69,74,76,80,63,66,66,30,68,38,17,70,82,76,73,54,70,24,70,39,32,15,22,39,25,46,33,7,48,15,70,38,65,34,78,56,10,28,39,28,53,15,25,28,38,24,50,39,30,43,22,46,83,87,63,98,76,77,5,81,60,75,66,79,81,76,78,84,77,55,55,39,78,39,88,63,30,81,52,37,38,53,47,40,67,38,2,6,6,30,51,54,50,41,29,19,84,67,48,84,61,13,82,16,68,54,41,45,37,43,62,20,40,64,46,52,37,28,36,24,37,49,57,63,39,30,66,53,34,71,57,67,58,90,81,51,46,66,61,43,34,7,9,12,9,20,48,64,64,65,41,29,61,51,16,28,40,81,35,33,46
2016-09-01,43,41,38,47,30,78,77,83,86,73,72,18,11,24,22,28,43,26,29,26,46,32,48,38,60,47,44,56,42,47,65,34,78,43,15,56,77,58,76,52,59,27,81,43,30,17,19,45,24,47,100,6,40,14,61,35,67,29,79,47,19,38,49,38,55,16,27,37,40,27,43,35,26,38,19,42,74,90,60,83,72,73,4,77,62,78,59,76,76,58,66,72,67,47,51,34,70,29,76,55,37,79,65,48,32,49,44,36,71,39,1,5,22,52,37,54,50,39,32,18,79,61,50,79,52,22,85,5,71,53,48,42,36,40,61,26,36,59,38,62,37,27,37,27,37,47,60,60,36,31,56,52,28,69,58,62,56,86,79,54,44,63,59,45,36,7,8,11,8,18,49,65,63,61,42,34,68,45,20,38,59,50,44,47,35
2016-10-01,42,39,35,47,37,76,76,85,81,73,71,5,11,21,21,19,34,15,21,19,42,19,42,26,49,34,23,32,31,35,60,27,62,32,17,47,76,49,68,51,57,13,70,31,31,15,18,47,26,55,61,4,38,14,62,31,38,22,48,33,27,51,53,51,52,17,23,52,34,28,38,32,20,44,16,48,76,85,64,80,72,73,5,80,63,87,62,68,70,59,56,65,60,43,44,40,68,28,66,62,74,71,83,75,26,45,42,34,73,36,2,5,12,43,5,52,47,39,28,17,85,62,47,85,50,24,76,3,68,48,58,41,28,41,63,16,38,54,32,62,43,29,42,21,42,48,63,58,37,33,57,49,21,70,56,57,52,93,79,63,41,66,55,45,30,7,9,11,8,19,52,70,61,56,40,26,77,54,21,32,55,58,40,58,54
2016-11-01,38,44,34,38,72,67,70,80,76,68,79,4,7,25,20,16,24,11,17,16,41,13,36,21,50,20,11,22,24,22,52,28,68,32,16,38,69,46,66,44,51,21,60,30,28,18,21,45,25,39,35,6,37,17,78,27,32,19,41,26,36,58,54,57,42,17,23,29,33,24,34,32,20,38,10,40,72,72,51,80,63,64,4,71,57,64,53,70,66,57,45,55,56,40,43,44,65,23,76,62,71,70,84,73,32,43,40,32,65,32,2,5,4,40,5,48,45,37,25,15,80,60,41,80,47,24,70,2,71,46,61,53,28,65,71,15,67,79,33,76,73,48,71,31,72,70,56,53,53,44,60,44,23,68,58,55,52,97,78,68,32,57,49,45,37,7,9,11,9,18,44,66,61,54,39,32,73,51,20,42,44,62,42,44,39
2016-12-01,42,64,50,56,49,63,67,77,73,64,68,4,6,15,12,13,22,10,15,13,35,13,33,19,66,17,9,18,23,18,62,27,56,32,18,32,71,37,80,35,53,14,60,36,25,14,17,45,20,36,41,5,34,14,64,30,38,19,43,26,66,92,76,91,48,16,24,33,39,26,32,26,17,44,12,40,71,74,59,72,58,61,4,66,52,58,47,51,51,33,41,53,51,36,35,43,66,29,71,58,62,63,67,66,37,38,37,30,54,30,3,5,4,26,5,61,59,43,37,19,100,64,53,100,50,21,61,2,59,39,61,69,55,66,93,20,83,74,52,71,90,58,87,41,86,79,68,48,59,50,65,67,28,69,74,52,50,78,75,62,43,65,58,44,37,9,10,14,11,24,39,67,53,50,37,32,64,47,26,37,48,93,40,49,36
2017-01-01,37,36,33,43,27,67,69,77,75,64,63,7,7,22,21,15,20,11,17,14,35,22,51,26,49,28,18,29,27,32,58,32,44,41,20,42,74,42,71,48,48,21,57,32,27,17,20,51,24,43,38,5,31,13,77,32,42,28,50,34,69,100,76,100,42,14,24,28,30,25,21,18,22,45,14,36,74,84,60,76,62,67,4,75,56,70,56,64,63,53,51,59,61,43,39,40,58,26,68,56,25,65,47,32,30,43,42,33,56,33,21,5,17,32,21,54,52,40,28,17,81,59,45,81,49,22,69,2,69,43,40,41,37,34,55,20,39,59,34,56,44,30,44,24,45,45,64,51,30,39,38,43,16,60,52,60,53,86,76,61,36,61,53,48,44,9,13,14,13,26,39,80,59,59,35,29,70,48,18,34,39,89,40,33,28
2017-02-01,39,35,33,43,28,69,68,80,78,66,66,6,7,17,27,17,22,16,18,16,37,23,50,31,50,39,27,36,32,36,54,28,57,36,39,46,71,50,72,53,49,24,60,40,26,17,22,47,29,43,40,6,38,15,48,35,54,26,64,38,64,88,69,87,45,17,23,26,30,28,23,19,20,46,13,42,73,79,65,75,66,65,4,75,56,85,59,75,72,44,53,61,57,41,41,44,64,28,67,51,23,65,51,27,25,45,42,34,66,34,26,5,40,38,45,50,46,39,26,17,87,63,56,87,52,25,71,3,65,38,32,38,33,28,53,15,29,53,30,57,41,29,40,23,41,41,59,49,27,35,38,43,16,57,51,53,51,88,70,55,37,58,58,41,37,7,10,11,9,20,40,71,64,57,38,32,66,47,19,35,48,76,40,40,35
2017-03-01,36,32,30,39,34,77,73,83,87,72,60,5,8,21,18,22,25,21,25,22,40,27,53,29,44,43,34,47,36,39,62,30,95,37,29,50,78,57,75,55,51,20,86,38,31,17,23,54,24,39,36,5,40,15,51,36,53,27,63,43,31,51,59,50,48,15,25,31,33,24,29,23,25,50,18,51,81,89,63,82,74,71,5,80,69,87,68,68,63,60,62,68,60,46,47,44,69,27,61,60,28,99,65,39,27,47,44,36,71,36,9,5,80,40,36,55,52,40,28,17,85,60,49,85,50,22,75,3,70,44,34,38,22,32,51,16,34,55,29,58,49,36,48,26,48,41,55,51,30,34,45,39,16,61,50,57,50,89,76,55,36,59,63,43,35,7,9,12,9,21,52,84,65,60,40,30,63,47,22,39,58,77,51,47,46
2017-04-01,42,38,36,48,54,85,77,97,90,79,74,7,6,24,23,39,37,44,40,39,40,31,53,37,55,44,50,57,45,46,69,43,88,50,29,59,70,69,70,62,62,18,72,41,35,21,23,45,28,53,35,5,38,14,53,41,61,38,71,51,13,34,43,34,59,14,23,26,59,29,52,35,30,49,21,59,78,85,60,90,78,73,5,100,73,75,67,67,71,50,68,72,60,50,60,41,68,28,72,55,46,82,85,59,31,48,45,38,81,37,4,5,40,37,40,58,56,39,31,19,87,62,47,87,52,20,83,7,72,56,33,46,19,53,59,16,37,67,29,52,37,25,36,22,37,49,55,55,44,34,53,55,22,66,62,58,49,86,71,55,39,60,50,41,27,11,18,18,17,28,61,75,67,57,39,31,57,50,20,35,35,68,40,43,27
2017-05-01,43,40,34,49,46,90,76,93,90,78,86,5,7,24,17,38,38,44,42,41,42,40,60,45,56,51,61,71,59,58,71,37,81,49,23,62,77,77,74,63,61,29,76,33,30,18,26,49,31,51,38,4,39,14,61,40,59,39,71,56,6,23,34,22,54,14,25,27,54,26,54,36,34,62,24,57,85,88,66,84,83,73,5,91,73,79,72,73,75,55,69,78,67,52,56,38,79,26,69,66,35,84,72,52,33,49,48,38,77,38,1,5,7,34,32,54,53,42,32,19,84,67,48,84,57,22,89,17,76,69,27,47,33,57,57,18,37,61,30,46,33,24,32,20,34,50,53,58,46,37,56,52,24,64,60,58,47,83,71,51,42,64,52,43,29,8,14,13,13,20,60,62,69,66,40,36,63,45,16,38,44,74,35,37,23
2017-06-01,42,41,35,47,32,86,75,90,92,78,95,4,7,19,15,39,41,46,43,39,41,50,70,53,60,58,62,76,62,62,64,37,69,44,20,61,78,80,79,62,80,39,82,43,29,22,26,57,30,49,37,6,38,15,68,42,65,42,77,57,6,21,33,21,49,16,24,26,45,26,57,37,33,51,25,56,86,87,66,96,80,71,5,88,72,79,75,78,70,65,73,76,60,52,56,40,82,28,71,67,30,87,66,45,34,51,54,38,76,40,2,5,3,38,55,58,58,41,33,21,84,68,55,84,60,26,88,29,76,66,44,48,41,58,60,15,28,55,27,42,37,23,37,24,38,51,53,54,50,36,53,53,23,68,66,53,46,80,68,49,49,68,56,44,31,7,13,12,13,16,58,65,69,64,39,25,57,48,18,33,42,73,44,34,15
2017-07-01,46,43,39,50,34,91,82,95,95,78,75,6,10,16,22,41,47,51,46,41,41,63,93,71,70,80,86,88,77,84,61,36,62,46,23,67,78,81,73,65,68,27,78,40,32,29,26,48,40,59,37,7,37,15,72,41,65,34,78,58,7,20,34,20,48,17,26,29,38,29,56,38,32,43,22,64,91,88,71,100,83,79,5,92,74,81,67,76,79,68,82,86,73,54,58,37,82,30,67,66,29,97,61,45,36,51,49,39,77,40,1,5,2,28,54,58,57,43,33,26,88,79,63,88,73,11,85,23,72,69,45,53,42,60,64,18,33,53,31,48,37,25,37,23,38,54,59,56,48,42,67,57,27,72,74,66,55,83,76,52,67,77,63,38,26,8,15,14,14,19,55,69,68,64,39,31,59,44,16,38,46,84,44,35,17
2017-08-01,45,40,36,48,34,83,80,91,98,78,80,5,9,25,18,36,38,39,36,34,39,55,84,58,65,71,83,83,68,78,76,38,65,46,26,64,81,78,77,67,73,30,88,43,31,26,27,38,32,57,35,7,33,15,67,36,69,33,78,51,12,26,37,27,52,17,29,34,30,25,58,41,33,48,26,74,86,89,71,94,80,79,5,89,75,95,73,70,73,73,74,84,75,57,63,44,78,30,77,64,30,87,60,45,35,51,47,40,81,41,1,5,4,27,53,61,57,44,31,25,89,76,58,89,75,19,89,10,74,60,32,49,26,49,62,19,44,64,41,56,39,27,38,19,39,52,60,58,42,41,75,55,27,70,73,76,61,85,82,54,65,78,62,39,27,11,17,18,17,27,62,76,67,68,40,30,65,50,22,40,45,76,38,40,26
2017-09-01,42,38,35,52,31,78,76,84,92,79,86,10,8,19,28,29,35,26,28,27,33,35,54,36,58,43,47,53,46,49,71,30,80,38,29,52,73,67,73,57,74,29,86,57,30,27,27,44,30,51,43,4,38,15,64,32,56,30,65,41,17,37,43,37,52,15,26,28,28,30,51,38,25,51,20,65,79,87,65,88,73,70,5,80,74,84,66,83,78,65,71,78,69,51,51,44,75,27,64,59,44,74,71,53,28,49,45,39,80,39,2,5,20,48,33,60,57,41,33,23,91,68,56,91,65,26,87,7,74,54,26,48,25,41,60,22,43,66,39,57,44,32,43,24,43,52,59,53,37,41,57,54,22,100,70,73,57,87,78,56,55,72,55,39,29,18,23,24,23,33,59,75,66,61,38,34,66,50,18,38,40,58,40,41,34
2017-10-01,39,39,33,51,41,77,74,82,88,76,79,11,7,21,19,19,26,16,21,20,26,23,38,25,47,34,27,37,32,35,64,39,60,48,18,47,66,59,69,48,66,16,71,45,26,25,24,53,27,48,34,7,40,16,67,29,37,24,46,29,26,44,51,43,54,15,23,27,25,26,36,31,23,51,15,58,76,82,61,83,73,68,5,79,70,80,57,72,74,57,58,66,61,48,46,45,65,28,62,60,74,76,89,77,25,46,42,35,73,36,2,5,8,44,8,56,55,41,29,21,86,65,56,86,59,31,77,3,67,53,56,47,38,41,65,17,40,55,29,56,39,32,38,25,38,52,59,50,37,42,53,49,23,67,59,64,52,91,78,62,44,66,50,37,33,9,17,14,16,16,58,69,63,63,36,31,65,52,13,37,45,56,47,42,40
