date,841_No Frills,841_Flyer,841_Costco,841_Real Canadian Superstore,841_Canada,47_Ford,47_Car,47_Honda,47_Canada,47_Sales,1190_Ford,1190_Car,1190_General Motors,1190_Canada,1191_Mountain,1191_Motorcycle,1191_Mountain bike,1191_Bicycle,1191_Canada,1140_Kayak,1140_Outboard motor,1140_Boat,1140_KAYAK,1140_Sales,1213_Caravan,1213_Travel,1213_Trailer,1213_Recreational vehicle,1213_Sales,1013_Classic car,1013_Car,1013_Sales,1013_Auction,1013_Classic,1214_Ritchie Bros. Auctioneers,1214_Car,1214_Trailer,1214_Truck,1214_Sales,806_Lamborghini,806_Bugatti,806_Car,806_Truck,810_Car,810_Electric vehicle,810_Canada,810_Hybrid vehicle,810_Electric car,1317_Smart,1317_Door,1317_Car,1317_Lock,273_Motorcycle,273_Yamaha Motor Company,273_Harley-Davidson,273_Canada,273_Sales,148_Arctic Cat,148_Ski-Doo,148_Snowmobile,148_Polaris Inc.,1147_Aircraft,1147_Airplane,1147_Cessna,1147_Sales,1212_Motorcycle,1212_Scooter,1212_Vespa,1212_Canada,1212_Kick scooter,610_Ford,610_Van,610_Sport utility vehicle,610_Truck,610_Sales,815_Ford,815_Car,815_Honda,815_Canada,815_Sales,1294_Ontario,1294_Traffic ticket,1294_Test,1294_Driving,1294_Speed limit,170_License,170_Driving school,170_Driving,170_Vehicle registration plate,170_Driver's license,138_Code,138_Oil,138_Car,138_apk,89_Rim,89_Car,89_Wheel,89_Tire,89_Canada,473_Used car,473_Auto Trader Group,473_Car,473_Canada,473_Sales,803_Toronto,803_Auto show,803_Car,803_2010,803_Air show,121_Super C,121_IGA,121_Grocery store,121_IGA Extra,121_Circulaire,276_Toronto,276_Menu,276_Domino's Pizza,276_Restaurant,276_McDonald's,650_Door,650_The Home Depot,650_Canada,650_Wood,650_Air conditioning,73_Walmart,73_Canadian Tire,73_Calgary,73_Walmart Canada,73_Walmart Pharmacy,355_Bookstore,355_Renaud-Bray,355_Book,355_Archambault,1146_Game,1146_EB Games Australia,1146_Video game,1146_Canada,1146_EB Games,18_Walmart,18_Canadian Tire,18_Kijiji,18_Canada,18_Shoes,1225_Canada,1225_Costco,1225_Hour,1225_Wholesaling,1225_Outlet store,270_IKEA,270_Canada,270_Furniture,270_Light,659_Oil,659_Petroleum,659_Gas,659_Filling station,659_Gasoline,1268_Costco Gasoline,1268_GasBuddy,1268_Costco,1268_Price,1268_Gasoline,38_Insurance,38_Canada,38_Vehicle insurance,38_Desjardins Group,38_Ontario,844_Image scanner,844_Point of sale,844_Barcode,844_Canada,614_Vancouver,614_Ticket,614_Ticketmaster,614_Cineplex Entertainment,614_Centre Bell
2015-05-01,44,72,36,30,36,78,68,88,82,70,22,11,7,25,36,62,42,52,41,76,50,40,76,19,22,65,63,5,51,29,32,14,24,51,17,46,68,63,55,79,51,29,39,17,11,17,21,12,16,61,9,63,66,0,30,81,20,26,2,6,0,26,28,31,9,26,57,31,36,40,81,58,0,78,38,73,58,77,67,57,68,42,54,69,34,44,63,70,8,28,72,65,69,19,55,55,62,47,73,29,7,38,40,63,11,1,34,6,10,52,35,25,26,38,77,51,44,54,49,51,52,61,65,38,44,78,64,35,32,26,16,22,35,20,25,26,13,32,47,51,81,38,75,42,57,42,13,55,42,39,62,44,48,27,61,0,37,18,20,6,8,7,59,36,41,34,43,0,17,36,36,38,32,41,26,28
2015-06-01,39,65,27,29,30,77,67,85,80,70,18,15,5,30,33,75,42,48,35,81,61,50,81,27,24,62,60,7,51,31,33,19,20,53,12,32,67,68,57,81,49,30,28,22,13,17,4,17,15,63,10,67,63,7,25,70,20,23,2,7,0,27,28,29,5,17,54,24,36,28,82,66,0,78,45,73,57,75,67,57,78,43,52,69,46,42,67,71,0,28,72,63,62,19,43,54,51,39,69,29,0,38,39,65,9,1,48,6,21,49,32,26,26,38,82,47,44,53,47,52,56,60,67,36,45,70,62,35,27,19,7,21,20,25,51,28,28,41,49,48,78,38,71,38,58,49,0,48,41,37,66,42,43,37,62,0,33,9,21,5,9,10,61,36,61,34,47,9,16,26,35,55,41,60,0,26
2015-07-01,42,69,29,30,32,81,67,86,82,71,18,14,8,25,32,42,39,44,37,98,64,59,98,27,30,83,77,7,60,37,34,18,15,59,0,37,70,73,58,77,41,26,35,17,15,16,0,12,15,51,10,53,59,0,33,67,17,22,3,6,0,25,27,34,5,18,60,22,39,14,86,72,0,80,51,78,57,79,69,64,85,49,66,65,54,47,73,78,8,31,77,66,64,20,47,58,54,39,68,33,0,39,39,63,6,2,50,6,62,55,31,31,34,39,86,51,51,57,51,53,54,61,59,43,47,69,68,32,32,24,9,23,26,25,25,31,22,43,50,47,79,38,65,40,59,35,0,69,51,42,73,43,43,22,62,18,42,0,24,7,10,10,62,37,50,35,48,0,20,32,39,41,41,50,0,20
2015-08-01,41,72,42,29,44,80,68,85,83,73,14,13,9,22,31,35,38,41,33,93,67,53,93,30,25,75,73,5,57,30,34,11,15,49,0,39,66,71,65,80,44,28,33,17,11,14,21,12,16,62,9,62,55,0,28,65,21,29,3,11,0,27,28,34,6,24,64,27,39,39,93,68,0,79,51,79,59,78,71,61,83,49,66,69,52,48,74,80,0,34,80,73,67,22,46,54,47,40,70,31,0,39,40,63,11,2,45,6,58,55,31,33,25,39,78,56,52,60,45,53,36,55,62,26,46,65,73,24,32,42,9,31,34,27,0,35,21,47,50,42,80,40,72,54,56,70,0,72,60,47,75,49,48,18,75,0,37,9,35,9,14,10,59,38,41,25,49,0,11,34,37,36,48,55,0,24
2015-09-01,42,71,43,27,47,77,64,82,81,66,21,13,9,27,22,39,26,30,25,63,39,33,63,20,22,50,48,2,34,22,29,11,8,41,11,27,59,60,54,73,66,26,31,21,11,17,10,17,16,44,9,45,43,0,32,53,14,40,6,18,8,24,26,33,8,9,55,20,33,13,81,58,7,76,56,75,56,76,66,55,86,52,50,65,42,41,66,70,15,30,69,64,59,20,49,52,50,48,73,30,0,38,47,68,23,3,33,6,57,57,32,27,31,40,77,51,60,52,43,52,53,53,61,17,42,49,61,33,33,61,16,40,25,27,0,34,19,45,47,37,75,44,71,50,51,20,0,43,49,42,71,50,45,24,62,9,40,0,27,7,11,8,60,38,49,39,46,0,15,43,37,41,62,57,0,38
2015-10-01,40,70,28,28,33,70,58,73,71,59,21,20,3,26,15,28,17,20,19,48,30,19,48,16,19,31,29,1,25,24,23,11,12,40,0,35,47,66,47,62,50,27,33,19,15,18,6,15,16,56,11,55,34,0,26,42,9,51,8,29,0,24,26,31,5,10,48,16,31,27,77,50,0,70,52,68,50,70,61,54,71,43,50,69,39,37,49,54,14,27,66,63,49,20,69,50,60,66,76,26,0,33,36,66,18,2,12,5,2,50,31,27,26,39,71,51,53,53,46,49,20,54,63,11,40,46,52,33,31,24,10,22,27,28,0,32,18,42,46,36,70,45,69,37,56,45,0,46,41,40,68,55,46,23,57,8,34,8,22,6,8,7,55,35,31,22,42,0,16,33,39,36,56,52,0,37
2015-11-01,40,77,35,33,50,71,55,72,70,52,20,18,7,23,13,21,15,17,16,39,18,14,39,11,18,21,20,7,16,21,25,11,14,41,11,34,40,65,37,58,47,23,36,17,11,16,14,13,17,50,10,51,28,13,19,41,9,58,9,35,0,25,27,32,5,2,41,14,36,42,77,48,0,65,34,68,46,67,58,54,63,37,45,55,34,37,43,52,22,26,67,66,51,19,70,53,69,77,78,24,7,33,33,53,13,3,12,6,2,53,30,26,12,43,75,49,51,53,44,52,31,52,66,10,54,72,57,47,31,23,18,23,40,35,0,37,36,74,74,53,72,65,78,48,69,33,6,61,49,49,79,63,43,24,52,9,33,0,26,7,10,8,54,34,44,23,39,0,18,37,44,50,51,73,0,64
2015-12-01,45,86,39,41,62,62,53,61,63,50,15,13,9,19,11,19,11,17,17,38,13,14,38,12,17,15,16,3,13,25,25,9,11,43,0,29,39,67,40,61,49,22,38,21,15,22,2,17,16,53,9,54,26,0,17,43,9,64,12,45,0,24,23,31,6,11,39,9,28,32,73,44,0,69,47,58,45,57,50,45,68,38,40,54,31,33,42,51,23,20,66,52,45,23,55,51,51,46,67,19,7,27,28,53,9,4,10,5,2,69,41,30,27,47,81,52,61,58,47,45,28,44,56,8,67,80,74,51,34,32,16,31,63,44,25,47,35,89,80,52,64,62,76,52,78,55,0,61,44,44,72,60,42,22,54,0,35,9,26,8,11,7,48,32,39,21,39,0,9,42,34,52,47,68,0,58
2016-01-01,40,69,35,24,37,67,55,65,65,53,22,20,7,24,12,21,13,17,14,56,12,23,56,17,23,29,25,3,25,22,28,13,19,42,0,36,42,62,41,56,45,23,56,18,11,17,4,14,15,57,8,47,36,0,27,46,12,93,15,67,0,23,27,28,3,13,25,12,17,9,90,62,7,73,52,64,46,59,55,50,72,33,43,60,19,38,52,59,37,25,68,49,43,22,37,48,41,26,61,24,14,32,33,53,21,24,25,5,3,56,31,29,15,41,75,65,59,58,46,47,30,51,58,8,38,41,56,31,30,43,10,31,37,24,0,25,14,41,43,29,60,44,63,45,45,33,12,39,52,54,82,59,57,22,58,0,40,35,29,11,14,12,54,35,46,20,38,0,18,39,36,40,36,37,0,31
2016-02-01,39,69,42,21,38,70,57,69,71,56,26,18,11,22,14,27,16,19,20,47,24,23,47,16,18,42,35,4,28,25,28,7,17,45,0,35,49,76,49,49,40,25,52,18,19,18,4,14,16,68,7,74,40,0,23,54,15,75,15,50,0,23,25,28,9,9,20,12,17,12,86,53,0,71,44,68,47,65,58,53,64,47,40,60,31,37,53,61,16,23,77,53,49,21,43,47,44,25,62,25,0,32,39,55,39,28,41,5,6,53,30,30,20,42,80,69,78,60,42,45,35,52,61,10,32,34,58,21,29,20,4,23,30,22,25,22,12,34,36,26,59,41,63,46,38,28,0,45,48,48,76,56,57,22,57,0,37,9,28,10,14,13,53,34,34,49,42,0,18,33,35,40,37,44,0,30
2016-03-01,40,67,40,26,40,77,59,75,75,62,21,22,9,21,23,42,26,28,31,49,26,27,49,17,19,48,41,4,33,25,29,6,12,43,21,45,59,67,50,56,77,22,41,18,24,17,11,15,15,58,8,64,50,6,28,64,19,67,9,30,0,27,26,36,4,15,36,19,23,13,94,51,0,77,49,71,48,69,60,56,66,50,47,64,44,44,60,67,15,28,77,63,55,22,49,49,56,39,70,29,0,36,44,64,29,11,39,6,7,57,32,29,13,43,74,66,61,56,48,47,36,54,65,12,37,39,58,30,35,20,7,22,18,22,0,23,13,37,39,29,64,44,74,46,47,26,0,40,50,52,74,51,52,28,56,0,33,8,20,8,10,7,58,37,59,51,49,0,19,34,41,50,36,38,0,36
2016-04-01,39,68,28,23,29,77,64,86,79,69,20,19,10,21,32,42,40,41,41,61,35,33,61,16,21,63,57,4,51,25,24,2,21,44,11,29,68,69,59,57,45,27,36,27,24,22,10,23,16,44,7,48,61,0,25,68,14,34,3,11,0,24,25,31,10,15,53,31,30,36,82,58,0,78,51,73,53,77,61,63,75,49,49,64,42,44,61,64,38,25,78,69,65,21,68,55,69,54,73,29,0,37,36,63,11,3,34,6,9,49,30,26,9,40,75,64,53,59,47,51,47,58,73,18,37,49,59,35,31,27,6,24,18,19,24,22,10,30,40,41,68,43,83,39,54,34,19,50,52,49,77,53,51,24,54,0,30,0,16,6,9,8,59,36,47,27,50,0,17,30,36,41,48,55,0,24
2016-05-01,45,66,31,27,30,76,66,84,77,70,23,17,6,21,38,55,45,45,40,71,62,44,71,18,23,79,70,8,55,24,30,12,13,45,16,48,83,70,82,56,43,24,38,19,17,15,12,15,14,68,8,78,64,0,38,70,17,25,1,6,0,24,28,28,4,21,60,34,39,23,89,66,0,79,48,73,54,76,58,60,73,52,55,66,47,44,73,77,45,25,77,77,74,23,53,57,58,46,70,31,7,36,35,62,8,1,34,6,21,53,32,35,37,40,83,60,48,64,53,59,35,66,71,43,44,59,63,37,36,21,9,22,24,23,0,27,11,32,48,46,69,44,84,38,63,28,6,42,49,43,71,49,54,27,68,17,38,9,16,8,10,7,64,36,48,25,47,0,15,27,37,38,43,58,0,20
2016-06-01,44,71,44,24,39,73,68,81,75,69,14,18,8,18,32,45,39,42,35,71,65,52,71,23,24,79,72,2,58,34,36,7,15,52,0,38,77,63,72,60,45,26,32,21,19,18,11,18,15,65,7,71,64,0,40,68,17,22,2,6,0,25,26,30,5,24,56,28,33,26,87,69,0,84,40,69,56,72,57,59,76,62,51,61,40,51,69,73,31,29,83,69,66,21,47,57,53,37,71,28,21,35,34,65,8,1,56,5,79,54,34,35,31,40,79,63,55,61,49,57,34,67,72,41,43,57,61,28,37,19,6,25,25,23,0,28,9,31,46,46,65,42,73,42,55,36,13,43,50,45,65,47,46,23,72,0,41,10,16,8,11,8,62,38,49,33,44,0,16,30,40,42,39,53,0,16
2016-07-01,46,73,53,30,50,82,67,84,82,71,20,17,5,23,30,45,36,43,42,82,71,63,82,24,31,91,88,1,69,31,30,8,16,54,18,42,80,76,67,64,34,26,28,16,19,15,11,12,15,79,10,81,60,0,42,66,17,24,1,6,0,26,25,30,7,20,60,26,38,22,90,74,0,91,41,77,54,74,63,59,79,52,55,67,63,52,71,79,41,30,78,75,65,100,48,59,46,36,74,31,15,37,38,61,7,1,56,5,63,52,33,43,24,40,92,71,72,72,57,58,39,62,67,38,48,57,71,28,42,26,8,25,25,23,0,26,14,36,50,44,65,44,68,53,56,53,14,59,63,55,78,45,43,18,66,0,41,0,16,8,8,5,60,34,46,35,46,9,11,34,41,48,35,38,0,26
2016-08-01,41,69,43,32,42,81,66,84,78,72,23,17,6,31,33,43,39,37,34,78,65,57,78,25,29,85,80,9,61,28,34,5,30,45,6,48,77,72,59,71,38,24,27,18,15,20,4,15,15,75,9,67,57,0,30,63,10,28,3,10,0,25,24,28,5,20,50,21,31,25,87,77,0,83,33,77,55,76,64,54,76,54,62,67,50,55,78,84,25,31,79,69,61,39,46,56,51,37,70,30,8,38,39,64,9,2,51,6,52,50,29,40,31,41,78,69,67,67,54,58,43,63,68,34,45,43,65,37,35,33,6,29,20,23,0,27,17,37,48,39,63,47,75,49,57,38,7,55,67,57,80,51,43,20,66,9,40,0,15,8,9,8,65,37,63,21,48,0,9,29,35,35,33,40,0,46
2016-09-01,43,70,30,39,28,77,63,78,73,63,24,25,16,27,23,35,25,30,27,48,37,32,48,18,22,56,56,6,42,30,28,24,18,48,6,33,58,76,54,60,42,25,25,22,20,16,9,17,14,64,8,65,47,0,35,52,12,38,4,17,0,27,27,38,4,11,43,19,30,7,90,64,7,74,44,73,52,72,58,54,82,49,51,64,49,47,66,74,63,28,79,69,60,29,57,54,50,48,71,31,0,39,35,62,23,2,37,5,50,50,32,39,28,39,75,62,56,61,55,57,33,59,71,18,42,40,63,36,40,64,18,43,19,27,0,26,19,38,47,36,60,50,78,41,58,22,7,53,62,55,79,54,45,21,63,9,43,10,16,8,9,7,61,34,42,36,42,0,14,35,34,45,48,59,0,35
2016-10-01,42,67,37,37,32,76,58,76,70,56,21,16,8,19,17,14,19,22,21,42,28,19,42,11,18,37,32,2,26,21,23,7,21,37,16,40,49,68,46,57,30,22,25,20,16,17,6,15,13,63,6,70,33,0,19,42,9,51,7,30,0,23,28,52,8,10,38,16,23,21,85,61,7,76,50,73,50,72,59,50,75,47,49,60,38,43,56,65,23,24,75,70,53,28,78,54,69,75,74,28,0,36,35,60,14,2,10,5,3,47,28,35,15,39,74,63,63,62,56,55,36,56,68,14,41,41,57,28,37,20,10,23,24,21,25,18,17,43,49,37,58,52,80,49,56,21,19,48,57,56,79,63,45,17,66,0,35,0,15,9,10,9,56,35,43,25,40,0,15,26,39,40,57,55,0,53
2016-11-01,38,81,72,38,69,70,57,67,70,53,25,22,7,24,13,19,14,18,20,36,12,13,36,13,16,20,22,5,19,19,19,13,6,36,5,30,46,66,37,51,30,20,21,20,20,19,14,18,17,80,8,73,26,0,17,40,6,58,8,32,0,23,24,29,3,7,35,10,28,24,72,51,0,72,39,65,46,63,54,48,68,61,49,65,37,40,45,55,22,24,79,64,60,23,79,53,69,73,78,25,7,32,39,58,11,2,10,5,1,45,25,30,26,37,75,65,62,60,50,54,31,56,72,11,53,65,60,28,35,16,10,22,43,30,49,36,46,74,70,53,53,77,81,61,58,34,6,58,55,65,77,68,46,17,57,8,30,0,14,9,9,7,54,34,43,29,38,0,15,34,40,42,44,44,0,40
2016-12-01,42,91,50,50,64,68,55,63,67,52,16,15,7,17,9,14,10,15,19,33,12,13,33,11,18,17,18,3,14,19,22,2,17,35,0,42,37,80,41,53,35,22,24,19,18,15,8,14,15,71,7,62,26,0,26,40,8,92,12,60,0,24,25,33,7,7,31,12,26,45,74,52,7,71,32,61,45,58,53,47,57,43,32,56,27,36,42,53,22,21,79,64,52,29,61,58,56,65,70,23,0,30,36,60,8,3,9,5,1,59,37,36,23,43,78,73,99,64,55,53,26,51,59,11,69,66,75,55,35,31,17,31,46,40,0,35,37,91,80,59,48,72,77,60,74,27,6,64,53,60,74,62,44,17,65,25,34,28,17,10,12,8,50,31,46,37,37,0,17,34,43,40,49,48,0,36
2017-01-01,37,64,27,37,29,69,55,67,67,56,22,20,7,25,12,30,14,17,20,51,13,22,51,14,21,29,29,4,25,23,24,13,14,45,0,36,42,72,46,48,31,20,61,21,23,20,15,17,13,72,7,73,35,0,18,53,11,100,16,62,0,24,25,27,8,6,22,14,18,8,84,59,0,74,42,67,47,62,54,59,65,51,43,57,32,43,51,59,14,26,85,59,49,26,39,49,45,32,60,24,0,33,34,59,19,21,21,5,3,52,28,35,15,40,74,74,65,59,54,52,29,56,69,11,41,34,49,37,32,45,6,33,18,24,23,25,16,45,45,30,51,50,62,42,53,25,6,39,60,60,76,61,48,19,61,23,39,34,17,13,12,11,59,39,54,32,44,8,14,32,35,40,33,39,0,28
2017-02-01,39,64,28,36,26,67,58,69,68,58,17,20,7,23,13,18,14,18,22,50,14,23,50,14,19,42,37,4,31,22,24,9,8,39,0,36,51,71,54,50,40,23,35,22,23,20,14,17,15,50,8,55,38,0,22,54,14,88,15,50,0,23,28,26,3,12,23,13,12,25,79,65,0,73,40,65,47,65,56,55,65,43,40,49,24,41,53,61,29,24,80,60,49,28,34,48,43,27,59,24,0,34,33,62,34,25,41,5,3,46,26,33,14,39,75,75,61,63,54,48,25,53,65,11,38,28,50,33,35,21,9,24,19,22,0,23,11,42,41,27,49,45,63,35,51,27,0,39,53,50,70,55,41,21,58,17,35,9,14,10,10,8,57,37,40,31,42,8,13,32,38,40,40,48,0,35
2017-03-01,36,65,33,30,31,73,62,77,75,66,22,18,4,23,20,32,24,25,28,53,27,27,53,16,20,49,47,3,34,26,29,14,20,40,28,37,57,75,54,51,37,22,29,21,21,19,7,17,16,57,7,49,43,0,36,58,17,51,7,30,0,25,24,31,6,11,30,19,20,18,90,65,6,81,53,71,51,74,61,61,70,51,48,64,44,46,62,68,26,27,82,66,57,27,45,52,54,39,65,29,0,36,36,68,29,9,35,5,4,52,28,34,19,40,72,71,58,60,53,50,29,56,70,13,38,32,47,22,36,21,4,24,19,25,22,21,17,49,41,30,52,44,76,45,50,12,5,39,57,56,76,55,43,20,59,7,33,8,16,9,11,8,60,41,50,33,43,0,15,31,36,51,47,58,0,46
2017-04-01,42,68,54,35,44,77,69,85,83,66,25,20,13,19,34,41,39,40,41,53,32,31,53,18,21,65,57,4,44,34,31,23,29,54,15,47,70,70,60,62,41,24,46,24,25,24,6,21,14,56,8,61,51,0,47,64,15,34,3,11,0,23,29,26,5,20,52,20,27,36,85,65,0,78,41,73,57,77,64,60,72,32,46,56,39,50,68,72,41,26,85,82,71,28,62,55,76,59,77,29,0,37,51,67,11,4,39,5,11,56,31,40,22,39,72,72,54,62,57,56,34,61,72,14,46,53,56,19,35,18,5,22,26,22,23,20,15,38,49,44,55,43,85,53,62,58,6,50,58,54,71,55,41,17,60,8,41,17,20,17,15,8,57,35,56,36,41,8,20,31,40,39,43,35,0,27
2017-05-01,43,72,46,36,46,77,70,90,81,69,24,22,8,21,33,53,40,43,40,60,62,40,60,18,23,75,72,4,56,30,31,9,18,54,20,38,76,74,71,61,32,23,30,22,29,21,14,18,14,65,7,63,56,0,42,68,15,22,2,6,8,25,26,26,5,22,54,25,30,39,89,70,6,85,46,73,56,82,63,62,67,59,51,60,56,52,69,78,21,28,93,80,78,26,59,58,66,52,74,29,0,38,41,67,11,1,36,5,11,53,32,38,15,43,79,76,51,67,60,57,37,68,76,32,47,56,54,33,40,24,8,22,21,20,24,21,14,33,50,46,58,46,82,53,60,20,6,44,58,52,71,51,43,21,64,8,43,9,15,14,12,10,66,36,47,30,45,0,16,37,36,35,38,44,0,23
2017-06-01,42,72,32,41,33,76,72,87,80,73,19,21,7,22,36,48,43,43,40,70,62,50,70,19,27,78,76,3,64,25,28,11,29,48,21,37,81,79,64,80,41,25,22,25,33,22,22,22,15,65,8,77,57,14,35,86,13,22,1,6,8,25,27,26,8,24,57,25,32,40,88,73,0,86,43,70,57,79,61,57,77,57,53,62,46,52,73,76,74,29,91,78,84,28,49,59,59,45,72,34,0,40,37,72,8,2,55,5,37,58,33,44,35,41,81,75,60,68,59,59,47,71,76,46,48,58,55,41,41,15,11,23,17,24,100,28,13,37,51,50,55,46,77,48,66,41,0,40,53,45,67,49,44,24,68,8,44,9,15,13,11,6,64,37,47,30,44,0,16,26,40,43,34,42,0,15
2017-07-01,46,69,34,43,34,82,73,91,83,73,16,20,6,19,35,57,45,46,40,93,69,64,93,21,35,87,88,9,73,37,39,12,17,54,16,34,81,73,63,68,40,25,23,33,29,27,12,29,15,75,9,64,58,0,40,77,20,20,2,6,0,25,30,28,7,21,56,23,31,25,88,85,0,91,51,79,60,83,63,63,74,47,58,64,50,54,82,86,30,30,99,78,80,30,49,63,59,45,75,31,7,40,38,71,8,1,57,5,45,57,33,59,36,43,86,78,75,79,70,62,52,67,72,37,53,60,62,42,41,25,7,26,17,23,0,30,11,37,55,48,56,48,71,52,74,14,6,51,66,57,75,52,38,15,77,9,38,0,17,14,12,5,65,39,63,39,50,8,7,32,34,44,35,46,0,17
2017-08-01,45,71,34,30,31,80,71,84,79,72,26,20,5,22,33,53,37,36,35,84,62,55,84,24,26,84,83,8,63,28,31,15,20,51,10,39,78,77,66,73,43,26,23,30,27,25,12,26,15,65,8,62,51,0,36,57,19,26,2,9,0,29,25,34,6,14,59,26,34,17,89,75,0,86,43,79,59,79,60,67,84,54,64,63,49,57,73,84,22,30,90,82,78,30,54,58,56,45,70,34,0,41,38,68,10,1,52,5,53,57,31,58,25,44,80,77,74,75,97,62,42,63,74,22,49,49,60,26,37,34,8,29,28,20,0,27,16,39,52,42,58,46,83,48,73,33,0,63,76,65,81,54,39,15,78,0,43,45,24,17,14,9,68,39,67,31,47,0,11,29,35,38,40,45,0,26
2017-09-01,42,70,31,29,28,76,68,79,75,68,20,20,3,23,26,42,31,28,27,53,37,34,53,21,21,56,53,4,42,26,30,11,18,43,10,33,67,72,57,74,56,26,24,30,31,27,14,28,15,60,6,63,41,0,41,49,9,37,4,15,0,26,30,28,6,15,51,20,30,24,87,70,7,79,42,70,56,73,59,58,73,47,51,64,45,51,71,78,29,27,90,72,67,27,58,55,58,53,70,30,0,39,38,74,20,2,36,5,54,57,33,47,30,41,74,73,68,68,56,61,44,61,74,17,48,41,53,25,36,54,11,36,27,24,0,26,17,45,52,37,53,50,84,43,70,27,6,49,73,62,77,56,39,22,72,0,46,36,30,23,21,9,61,37,67,27,45,16,17,34,41,40,41,40,0,34
2017-10-01,39,67,41,27,47,74,63,77,71,61,20,18,6,20,17,24,21,21,23,38,33,23,38,11,20,40,37,4,30,19,22,0,17,48,5,42,59,68,46,67,44,22,28,29,36,23,15,25,16,68,9,67,29,0,19,41,8,43,5,23,0,22,26,28,5,9,36,15,24,28,82,60,0,76,37,68,50,73,56,55,73,46,46,56,45,48,58,67,27,26,84,77,61,28,77,54,69,77,82,29,0,36,35,66,11,2,13,5,2,55,29,40,26,41,72,72,67,65,64,58,37,62,67,12,47,41,55,38,40,20,10,24,18,24,0,35,19,39,52,37,50,56,80,49,59,6,17,39,64,63,77,62,37,19,66,8,42,17,16,17,13,7,63,36,52,30,39,0,12,32,35,47,42,45,0,40
2017-11-01,40,84,78,32,79,71,62,72,69,56,20,23,8,20,13,13,14,16,18,34,17,14,34,10,20,22,21,4,18,32,29,16,8,45,19,32,40,79,41,68,48,21,21,29,33,22,14,28,16,55,7,58,24,6,20,38,10,61,9,39,0,26,25,26,4,7,33,11,26,44,77,52,0,77,39,64,49,65,52,50,67,34,45,56,35,41,53,59,40,23,92,72,57,30,92,58,82,96,95,25,0,33,33,63,14,3,10,5,2,53,29,35,32,43,73,71,59,63,53,57,26,61,67,10,63,58,53,80,36,17,18,24,48,33,0,36,22,68,83,56,46,86,86,69,65,31,6,61,65,69,84,66,40,17,67,8,41,8,21,22,20,7,59,35,46,50,40,0,20,32,46,44,36,42,23,37
2017-12-01,43,92,47,40,57,63,59,62,62,50,21,16,3,17,12,19,13,13,19,32,12,13,32,10,18,19,19,4,11,21,24,13,10,44,0,21,37,75,42,56,34,20,24,28,30,23,4,27,17,67,7,61,24,0,25,41,6,79,11,51,0,23,26,27,6,7,24,9,18,25,72,51,13,71,34,58,48,56,49,42,61,39,32,50,41,40,44,52,27,22,82,60,56,33,58,58,54,58,67,21,6,29,30,61,7,4,11,4,2,66,41,43,34,47,74,76,82,68,58,51,31,51,62,8,76,65,63,70,41,21,18,29,47,39,0,29,23,73,86,57,43,71,80,55,88,19,6,58,61,61,77,66,35,17,72,8,43,8,16,17,13,9,50,35,54,42,35,15,16,32,31,40,36,43,0,31
2018-01-01,40,70,29,30,29,72,59,67,64,55,23,16,10,23,12,21,13,14,18,44,14,24,44,11,17,29,27,3,21,28,29,15,30,48,9,41,44,74,44,52,32,17,35,28,35,24,12,22,15,71,6,68,29,0,21,38,8,75,12,55,14,21,24,27,9,5,17,12,12,2,83,60,0,73,45,70,50,63,51,54,63,41,40,49,40,43,56,66,38,26,86,61,54,32,37,51,40,36,57,24,6,33,33,62,18,24,23,4,4,57,33,47,21,44,69,78,84,60,55,52,36,57,63,9,43,33,43,27,39,40,9,28,22,22,0,26,13,37,46,32,42,47,64,42,58,23,0,29,69,63,73,61,38,18,66,0,43,23,18,18,17,7,59,39,49,42,45,0,12,33,36,41,33,37,0,32
2018-02-01,46,70,36,28,30,69,60,68,66,57,21,17,8,18,14,22,17,17,20,45,16,22,45,12,16,41,36,6,26,23,24,9,16,47,0,35,47,74,44,51,33,20,27,29,34,27,17,23,13,54,5,51,31,0,26,44,10,83,12,50,0,20,26,25,6,10,20,14,16,21,81,63,6,71,47,66,50,64,53,54,65,49,41,54,33,43,57,63,21,27,88,65,60,31,37,49,43,30,61,25,0,35,33,65,40,27,47,5,3,50,28,43,22,43,69,80,100,64,52,50,31,54,60,9,40,34,42,20,38,17,9,25,18,20,24,22,10,28,42,27,42,44,64,44,53,26,12,33,59,52,66,53,37,17,64,8,40,35,17,17,15,5,58,37,56,30,41,0,18,25,37,39,32,44,0,28
2018-03-01,47,73,49,30,47,79,68,77,76,65,22,19,9,19,22,43,26,25,29,47,27,26,47,14,20,49,44,5,37,21,25,12,20,48,9,38,58,77,57,48,28,24,32,35,40,31,12,32,19,66,9,66,40,0,29,54,11,59,8,32,0,24,25,29,10,18,31,16,21,21,87,67,6,83,51,73,53,73,64,52,80,49,49,61,51,49,68,73,45,28,83,74,65,38,57,54,55,42,71,30,0,38,39,70,26,13,37,4,4,53,31,52,14,44,71,78,76,66,61,54,28,61,65,9,44,37,44,30,36,17,12,22,19,25,0,31,12,32,48,34,46,47,79,51,54,24,16,45,64,59,77,56,37,16,71,0,37,16,25,25,22,10,62,39,57,42,46,0,16,37,37,50,34,49,0,30
