date,841_Flyer,841_Canada,841_No Frills,841_Costco,841_Real Canadian Superstore,47_Car,47_Canada,47_Sales,47_Honda,47_Ford,1190_Car,1190_Canada,1190_Ford,1190_General Motors,1191_Motorcycle,1191_Mountain bike,1191_Canada,1191_Bicycle,1191_Mountain,1140_KAYAK,1140_Kayak,1140_Sales,1140_Outboard motor,1140_Boat,1213_Living van,1213_Trailer,1213_Sales,1213_Recreational vehicle,1213_Caravan,1013_Car,1013_Auction,1013_Sales,1013_Classic,1013_Classic car,1214_Car,1214_Trailer,1214_Sales,1214_Ritchie Bros. Auctioneers,1214_Truck,806_Car,806_Truck,806_Bugatti,806_Lamborghini,810_Car,810_Canada,810_Electric vehicle,810_Hybrid vehicle,810_Electric car,1317_Car,1317_Lock,1317_Smart,1317_Door,273_Motorcycle,273_Canada,273_Harley-Davidson,273_Sales,273_Yamaha Motor Company,148_Arctic Cat,148_Snowmobile,148_Ski-Doo,148_Polaris Inc.,1147_Aircraft,1147_Cessna,1147_Sales,1147_Airplane,1212_Scooter,1212_Motorcycle,1212_Canada,1212_Vespa,1212_Kick scooter,610_Van,610_Sales,610_Ford,610_Truck,610_Sport utility vehicle,815_Car,815_Canada,815_Sales,815_Ford,815_Honda,1294_Speed limit,1294_Ontario,1294_Exam,1294_Traffic ticket,1294_Driving,170_Driving school,170_Driving,170_Driver's license,170_License,170_Vehicle registration plate,138_Car,138_Code,138_Oil,138_apk,89_Car,89_Canada,89_Wheel,89_Tire,89_Rim,473_Car,473_Canada,473_Sales,473_Auto Trader Group,473_Used car,803_Car,803_Auto show,803_Air show,803_2010,803_Toronto,121_IGA Extra,121_Super C,121_Circulaire,121_IGA,121_Grocery store,276_Restaurant,276_Domino's Pizza,276_Menu,276_Toronto,276_McDonald's,650_Door,650_Canada,650_Air conditioning,650_Wood,650_The Home Depot,73_Walmart Pharmacy,73_Canadian Tire,73_Walmart,73_Walmart Canada,73_Calgary,355_Bookstore,355_Renaud-Bray,355_Archambault,355_Book,1146_EB Games Australia,1146_Game,1146_EB Games,1146_Canada,1146_Video game,18_Canada,18_Kijiji,18_Canadian Tire,18_Walmart,18_Shoes,1225_Outlet store,1225_Canada,1225_Hour,1225_Wholesaling,1225_Costco,270_IKEA,270_Furniture,270_Light,270_Canada,659_Gas,659_Petroleum,659_Filling station,659_Oil,659_Gasoline,1268_GasBuddy,1268_Costco Gasoline,1268_Gasoline,1268_Costco,1268_Price,38_SAAQ,38_Canada,38_Insurance,38_Vehicle insurance,38_Desjardins Group,844_Canada,844_Barcode,844_Point of sale,844_Image scanner,614_Vancouver,614_Centre Bell,614_Cineplex Entertainment,614_Ticket,614_Ticketmaster
2015-05-01,72,36,43,36,30,68,81,69,88,78,11,25,22,7,56,43,41,51,37,76,76,19,45,40,51,63,51,6,22,32,24,14,46,28,47,67,57,34,63,29,40,52,80,17,17,11,20,12,9,63,16,63,66,80,30,19,0,26,6,2,0,26,31,9,27,57,28,37,32,39,59,39,81,77,0,58,67,58,73,77,37,66,42,42,68,63,70,28,44,14,69,73,65,19,55,73,62,47,55,38,40,63,8,29,35,1,10,6,11,29,52,38,35,25,54,44,51,77,49,51,61,38,67,51,32,78,44,35,64,26,16,35,22,0,20,32,13,27,38,81,51,47,75,59,42,46,14,57,42,62,44,39,61,27,0,48,33,20,16,6,6,8,47,36,59,42,32,32,35,19,0,38,28,26,32,41
2015-06-01,66,30,39,27,29,67,79,69,84,77,14,30,18,5,68,42,36,48,34,82,82,27,55,50,25,60,53,9,23,34,20,18,47,30,33,67,59,17,69,30,28,50,81,22,17,13,4,17,9,65,15,65,62,69,27,21,7,23,7,2,0,27,28,6,28,54,17,37,25,27,66,45,82,79,0,57,67,58,73,75,45,76,23,44,68,67,71,28,42,7,62,72,63,19,55,69,51,39,44,39,39,65,0,29,49,1,19,6,9,26,49,38,32,26,53,44,47,81,47,52,60,36,67,55,27,70,45,35,62,19,8,20,21,0,25,40,28,28,38,78,48,49,71,49,37,53,0,58,41,67,42,37,62,37,0,43,30,21,8,9,5,9,45,36,61,62,33,32,24,18,8,55,26,0,42,60
2015-07-01,69,32,42,29,29,67,82,70,86,81,13,25,18,8,39,39,37,43,32,98,98,29,59,59,0,77,61,9,29,33,15,18,53,36,37,69,58,0,73,27,36,42,77,17,16,15,2,12,10,56,15,52,59,67,34,18,0,22,6,3,0,24,34,6,27,60,18,39,22,16,72,50,86,80,0,57,68,63,77,80,56,83,19,49,64,73,78,31,48,7,64,75,66,20,58,68,54,39,48,39,39,62,0,33,50,2,58,6,6,36,55,39,30,31,57,51,51,85,51,53,61,42,59,54,34,70,47,32,68,25,10,26,23,27,25,42,22,29,38,79,47,50,65,72,40,37,0,59,51,73,43,42,62,22,72,42,36,24,0,10,7,10,45,37,62,47,34,35,31,21,0,41,21,0,42,50
2015-08-01,72,45,41,42,29,68,82,72,85,80,13,22,14,9,32,38,33,41,32,93,93,32,61,53,0,72,59,6,24,34,15,11,44,30,39,66,68,0,72,27,34,45,79,17,14,12,20,12,8,61,16,63,55,64,29,22,0,29,11,4,0,26,34,7,27,64,22,39,26,43,68,52,93,80,0,59,71,62,79,78,52,79,26,50,67,74,80,35,48,7,66,80,73,22,54,70,47,40,46,39,40,63,0,31,45,3,55,6,12,27,55,39,31,32,60,52,56,78,45,53,55,26,62,37,31,65,46,24,73,42,10,34,31,0,27,47,21,34,40,80,42,50,72,76,54,75,0,56,60,75,49,47,75,18,0,48,33,36,8,10,9,14,44,38,59,43,21,34,33,12,0,36,23,0,48,55
2015-09-01,72,48,42,44,26,64,81,65,82,77,13,27,21,9,36,26,25,30,22,63,63,22,35,33,24,48,34,2,21,29,6,11,37,22,28,60,53,16,61,26,31,68,74,21,17,10,10,17,8,40,16,43,43,52,33,15,0,40,18,5,9,24,32,10,26,55,9,34,19,13,58,56,81,76,7,55,66,56,75,77,43,85,51,53,63,66,70,30,41,13,59,69,63,20,52,73,51,48,48,38,47,68,0,30,33,3,55,6,23,30,57,40,32,27,52,60,51,77,43,53,53,18,61,51,33,49,42,33,61,61,16,25,40,0,28,44,19,36,44,75,37,47,71,46,50,22,0,51,49,71,50,42,62,23,23,45,36,27,0,7,7,11,41,38,60,52,35,33,41,17,0,41,38,0,63,57
2015-10-01,70,33,40,28,28,58,71,58,73,69,21,26,19,3,26,17,20,20,16,48,48,17,26,19,0,29,25,1,18,23,12,10,36,24,35,47,48,8,66,27,34,49,62,19,18,16,6,15,11,52,16,57,33,41,26,9,0,51,30,8,0,24,31,5,26,48,9,31,16,29,50,52,77,70,0,50,61,54,68,70,40,69,31,44,68,50,54,27,37,13,49,66,63,20,50,76,60,66,69,34,36,65,0,26,12,2,2,5,19,24,50,39,31,27,53,53,51,71,46,49,54,11,63,21,31,46,40,33,52,24,10,28,22,0,29,42,19,32,45,70,36,46,69,47,37,48,0,56,41,68,55,40,57,23,22,46,30,21,7,6,6,9,46,35,55,33,19,35,32,18,0,36,37,0,57,52
2015-11-01,77,51,40,35,34,55,70,51,73,71,17,23,20,7,20,15,16,17,13,39,39,11,15,14,0,19,18,8,18,24,15,11,36,21,34,40,38,16,65,23,37,48,58,17,17,12,13,13,10,50,17,53,28,41,20,10,13,58,35,9,0,24,32,5,26,41,3,36,14,45,48,34,76,65,0,46,58,54,68,67,34,61,25,38,54,44,51,26,37,32,51,66,66,19,53,78,69,77,71,33,33,53,7,24,12,3,2,6,14,12,53,43,30,26,53,51,49,74,44,52,52,10,66,33,31,72,54,48,57,23,18,40,24,0,35,73,36,37,65,71,53,74,78,63,48,36,6,69,49,79,63,48,52,23,46,43,30,26,0,7,7,9,44,34,54,46,20,39,36,20,0,50,64,0,51,73
2015-12-01,87,62,45,39,41,53,62,49,61,62,13,19,15,9,17,12,17,17,11,38,38,13,12,14,49,16,13,5,17,25,11,9,37,25,30,39,41,0,67,22,38,51,61,21,21,15,2,17,9,49,16,52,26,43,17,9,0,65,45,12,0,24,31,7,23,39,11,28,9,31,44,48,72,69,0,45,50,46,58,58,31,66,48,39,54,42,51,21,33,20,47,66,52,23,52,67,51,46,55,27,28,53,8,19,10,4,2,5,9,25,69,47,41,30,58,61,52,81,47,45,44,8,56,27,35,80,67,51,74,32,15,63,30,27,44,89,35,47,62,63,52,80,76,64,52,59,0,78,44,72,60,44,54,22,0,42,31,26,0,7,8,11,37,32,48,39,21,30,41,12,0,52,58,0,47,68
2016-01-01,69,38,40,35,24,55,64,52,65,67,19,23,21,7,20,13,14,17,12,56,56,17,11,23,0,25,25,4,23,28,19,13,37,23,35,42,41,16,62,24,59,44,56,18,17,13,4,14,8,44,15,61,36,45,25,12,0,93,67,15,0,23,27,3,27,25,14,17,12,9,62,51,90,73,7,46,55,51,64,60,20,70,33,35,59,52,58,25,38,39,43,67,49,22,48,61,41,26,37,32,33,53,15,24,25,24,3,5,21,16,55,41,31,29,58,58,64,75,46,47,51,7,58,30,30,41,38,31,56,43,10,37,31,0,25,40,14,25,44,59,29,43,63,40,45,36,13,45,52,82,59,54,58,21,23,57,36,29,30,11,11,14,37,34,53,47,20,31,38,23,0,39,31,0,36,37
2016-02-01,69,38,39,42,22,57,70,56,69,70,18,22,26,10,26,16,20,19,14,47,47,16,21,23,0,35,29,5,18,28,13,7,40,25,36,49,50,0,77,25,53,41,48,18,18,19,8,14,7,71,16,68,39,54,22,16,0,76,50,16,0,23,28,9,24,21,9,17,12,11,52,43,85,71,0,47,58,53,68,65,32,62,46,46,60,53,60,23,37,7,49,77,53,21,47,62,44,25,43,32,39,55,0,24,41,28,6,5,40,21,53,42,30,30,60,78,69,80,42,45,52,10,61,35,29,34,32,21,58,21,4,30,23,27,22,34,12,22,41,59,26,36,63,47,47,38,0,38,48,76,56,48,57,22,0,57,34,27,8,13,10,14,36,34,53,34,46,31,32,20,0,40,30,0,37,44
2016-03-01,67,40,40,40,26,59,75,60,75,77,21,21,21,8,40,26,31,28,22,49,49,18,23,27,46,41,33,6,19,29,10,6,39,25,46,58,52,31,67,23,41,77,56,18,17,24,11,15,8,58,15,57,50,63,28,19,6,67,31,9,0,26,35,4,26,36,14,23,19,13,51,49,94,77,0,48,60,56,71,70,43,64,25,50,64,60,67,27,43,13,55,78,63,22,49,70,56,39,49,36,44,59,0,29,39,11,6,6,29,14,57,43,32,29,56,61,66,74,48,47,54,13,65,35,35,39,37,31,58,20,8,19,22,0,22,37,13,23,44,63,29,40,74,41,47,35,0,47,50,74,51,52,56,29,23,52,29,21,7,7,8,10,43,37,58,59,47,38,33,22,0,50,36,0,35,38
2016-04-01,68,29,39,28,23,64,79,68,86,76,19,21,20,10,39,40,41,41,32,61,61,17,33,33,0,57,52,5,20,24,21,2,39,25,28,67,61,16,69,27,37,45,57,27,22,26,10,23,7,48,16,44,60,67,27,14,0,34,12,3,0,24,31,10,25,53,16,30,32,35,58,48,82,77,0,53,60,63,73,77,42,74,25,48,62,61,64,25,44,33,65,78,69,21,55,73,69,54,68,37,36,67,0,28,34,3,8,6,11,11,49,40,30,26,59,53,64,75,47,51,58,18,73,47,31,49,37,35,59,26,6,18,24,26,19,30,10,21,43,68,41,41,83,52,39,36,20,54,52,77,53,49,54,23,0,51,26,16,0,7,6,9,49,36,59,47,28,32,28,18,0,41,24,0,48,54
2016-05-01,66,30,45,31,27,66,76,69,84,75,17,20,22,6,50,45,41,45,39,71,71,19,55,44,0,70,56,13,23,30,13,11,40,23,46,83,85,25,70,23,39,43,56,19,15,17,12,15,7,77,14,64,63,70,38,17,0,25,6,1,0,24,29,5,28,60,23,39,33,20,67,48,89,79,0,53,58,61,73,76,48,70,37,52,64,73,77,26,43,40,74,78,77,23,58,70,58,46,53,36,35,61,8,31,35,1,20,6,8,37,53,40,32,35,64,48,60,83,53,59,66,42,71,33,35,59,43,37,63,21,10,24,21,0,24,32,11,28,44,69,46,48,84,43,37,24,7,63,49,72,49,43,68,27,26,54,34,16,0,6,8,10,60,35,63,49,26,33,25,18,0,38,20,0,43,57
2016-06-01,71,39,44,44,24,67,74,69,81,73,18,18,15,8,42,39,35,42,32,71,71,24,58,52,0,72,59,5,25,35,16,7,45,33,38,77,74,0,63,26,33,46,60,21,18,19,10,18,7,69,15,64,64,68,40,17,0,22,6,2,0,26,30,6,26,55,23,33,28,26,69,42,87,84,0,56,57,59,69,73,41,73,31,64,60,69,73,30,51,27,66,83,69,21,57,71,53,38,47,35,34,65,16,27,55,1,75,6,8,30,54,40,34,35,61,55,63,79,49,57,67,41,72,35,36,57,43,28,61,19,6,25,25,0,23,31,9,27,42,65,46,47,73,45,42,33,14,55,51,66,47,45,72,23,0,46,37,16,9,8,8,11,52,38,62,49,33,38,29,19,0,42,16,0,39,53
2016-07-01,73,51,46,53,30,67,81,71,84,81,16,23,19,5,41,36,42,43,30,82,82,25,64,64,0,88,71,3,31,30,16,7,48,31,41,80,69,27,76,26,30,34,64,17,15,20,13,12,10,82,15,84,59,66,41,17,0,24,6,1,0,27,31,7,24,60,20,39,26,24,74,38,90,91,0,54,62,59,77,74,63,76,28,52,65,71,79,30,52,36,65,77,75,100,60,74,47,36,48,37,38,61,8,30,55,1,60,5,7,25,52,40,32,43,72,72,71,92,57,58,62,38,67,37,42,57,48,28,71,25,7,26,26,0,22,35,14,26,44,65,44,50,68,62,53,44,14,56,63,78,45,55,66,17,0,43,36,16,0,4,8,8,47,34,60,44,32,38,34,11,9,48,26,0,35,38
2016-08-01,69,42,41,43,32,66,78,71,84,81,17,30,23,6,41,40,34,37,34,78,78,27,59,56,82,80,62,15,29,34,30,5,40,29,45,76,63,9,73,25,28,39,70,18,20,16,4,15,9,66,15,74,56,62,33,11,0,28,10,3,0,25,28,5,24,50,20,31,22,22,77,34,87,83,0,55,63,55,77,76,49,74,40,55,66,78,84,31,55,22,61,79,69,39,57,70,51,37,47,38,39,64,8,30,50,2,49,6,10,30,50,41,29,40,67,67,69,78,54,58,63,33,68,42,35,43,45,37,65,33,7,21,29,0,24,37,17,27,47,63,39,49,75,57,49,18,7,57,67,81,51,57,66,20,0,43,35,15,0,7,9,9,48,36,65,64,20,31,29,10,0,35,46,0,33,40
2016-09-01,69,29,43,30,39,63,73,62,78,77,25,26,24,16,35,26,27,29,23,48,48,19,34,32,0,56,43,10,22,29,18,23,42,31,32,58,56,9,76,25,26,43,59,22,16,21,8,17,8,64,14,65,47,52,37,13,0,38,16,4,0,27,37,4,27,43,11,30,19,7,64,43,90,74,7,52,57,54,73,72,53,80,19,53,63,66,72,28,47,55,60,79,69,29,54,71,50,48,57,39,35,62,0,31,37,1,48,5,24,29,50,39,32,39,61,56,62,74,54,57,59,18,71,32,40,40,42,36,63,65,17,19,43,0,27,37,19,27,50,60,36,47,77,56,41,25,7,58,62,79,54,55,63,20,27,45,37,16,18,6,8,9,49,34,61,40,35,31,34,15,0,44,35,0,47,59
2016-10-01,68,32,42,37,37,58,70,55,76,76,16,20,21,8,14,19,22,21,17,42,42,12,25,19,50,32,26,3,19,23,22,7,33,20,38,49,46,25,68,22,26,31,57,20,17,16,6,15,6,68,14,61,33,42,20,9,0,51,30,7,0,23,52,8,28,38,10,24,16,20,61,48,85,76,7,50,59,50,73,72,39,74,22,49,59,56,65,24,43,27,52,75,70,28,54,74,69,75,78,36,35,60,0,28,10,2,2,5,14,15,47,39,28,35,62,63,63,74,56,55,56,14,68,33,36,41,41,28,57,20,10,24,24,25,21,43,17,16,52,58,37,48,80,52,49,24,13,56,57,79,63,56,66,17,0,45,30,15,0,8,8,11,52,34,56,43,23,35,26,18,0,40,54,0,58,55
2016-11-01,81,69,38,72,38,57,69,53,67,70,22,23,25,7,17,14,20,17,13,36,36,13,11,13,0,22,19,7,16,19,6,17,32,19,29,46,38,8,66,20,22,30,51,20,19,20,12,18,8,69,17,81,26,40,19,7,0,58,32,8,0,23,29,3,24,34,7,29,10,20,51,39,72,72,0,46,53,50,64,63,37,65,18,62,64,45,55,24,40,26,60,78,64,23,53,78,69,73,79,32,39,58,8,25,9,2,1,5,11,25,45,37,25,30,60,62,65,74,50,55,56,11,71,27,35,65,53,28,60,17,10,42,22,48,31,73,47,38,77,53,53,70,81,62,61,31,13,58,55,78,68,65,57,17,0,45,27,14,8,7,9,9,44,34,54,44,26,38,32,18,0,42,39,0,44,44
2016-12-01,92,64,42,49,51,56,67,52,63,67,14,17,15,7,13,10,19,15,10,33,33,11,11,13,0,18,14,4,18,22,17,2,31,17,40,37,42,0,80,22,25,36,53,19,15,18,8,14,7,59,14,69,26,40,26,7,0,92,61,12,0,24,33,8,26,32,7,27,12,42,52,31,74,71,7,45,53,49,61,58,27,54,22,45,55,41,53,21,36,20,51,79,64,29,58,70,56,66,61,30,36,60,0,23,9,3,1,5,9,24,59,43,37,36,64,100,73,78,54,53,51,11,59,25,35,66,69,55,75,30,16,46,31,0,41,90,38,33,73,48,59,79,77,66,60,32,7,74,52,75,62,60,65,18,52,44,31,17,25,8,11,12,39,31,50,45,34,39,32,19,0,40,36,0,49,48
2017-01-01,64,29,37,27,37,55,66,56,67,69,19,25,22,9,26,14,20,17,12,51,51,15,12,22,0,29,26,5,21,24,14,12,40,23,35,42,47,0,71,20,64,32,48,21,20,22,16,17,7,70,13,73,34,52,19,12,0,100,62,17,0,24,28,9,25,21,6,18,14,8,59,42,84,74,0,47,54,60,67,62,34,63,40,53,57,51,59,26,43,12,49,85,59,26,49,60,45,32,39,33,34,59,0,24,21,21,3,5,20,16,52,40,28,35,59,65,74,73,54,52,56,11,69,30,32,34,41,37,49,45,5,18,33,22,24,44,15,24,50,51,30,45,62,41,42,15,6,52,60,76,61,60,61,19,48,48,36,16,15,11,13,13,39,38,59,54,30,32,29,16,8,40,28,0,33,39
2017-02-01,64,26,39,28,36,58,68,57,69,68,20,23,17,9,19,14,22,18,14,50,50,15,13,23,49,36,32,6,19,23,8,9,34,22,36,50,56,0,72,23,36,40,49,22,20,24,14,17,8,52,15,50,38,54,23,14,0,88,50,15,0,23,26,4,28,23,11,13,13,22,65,39,79,73,0,47,56,55,65,66,28,63,29,46,48,53,61,24,41,26,49,79,60,28,48,59,43,27,34,34,33,62,0,24,41,26,3,5,35,15,46,39,26,32,63,61,75,75,54,48,53,11,65,25,35,28,38,33,50,21,9,19,23,0,23,41,11,23,45,49,27,41,63,41,35,24,0,51,53,70,55,50,58,21,0,41,31,14,0,8,9,10,40,37,57,41,29,34,32,14,8,40,35,0,40,48
2017-03-01,65,32,36,34,31,62,75,64,77,73,18,23,21,5,32,24,27,25,20,53,53,17,24,27,87,47,35,4,20,28,20,13,35,25,38,57,53,43,75,22,31,38,51,21,19,21,7,17,6,50,15,55,43,58,37,17,0,51,31,7,0,25,31,5,24,29,11,20,18,17,65,53,89,81,6,51,61,62,71,74,45,68,32,52,63,62,68,27,46,23,57,82,66,27,52,65,54,39,44,36,36,68,0,29,35,9,4,5,30,20,52,40,28,34,60,58,71,72,53,50,56,13,70,27,36,32,38,22,47,21,3,20,24,21,26,49,16,20,44,51,30,41,76,42,45,7,0,50,57,76,55,56,59,20,23,43,30,16,15,7,9,11,52,40,60,49,29,33,30,18,0,51,46,0,47,58
2017-04-01,68,45,42,54,35,69,83,66,85,77,19,19,24,13,40,39,41,40,34,53,53,18,29,31,23,57,45,5,22,31,30,22,48,33,44,69,63,23,70,24,48,41,62,24,24,25,6,21,8,57,14,56,51,64,47,17,0,34,11,3,0,23,26,5,29,52,20,27,21,37,65,41,85,78,0,57,64,61,73,78,39,70,27,32,56,68,72,26,50,36,71,84,82,28,55,77,76,59,62,37,50,67,0,28,38,4,10,5,12,22,56,39,31,39,62,54,72,72,57,56,61,14,72,32,35,53,46,19,56,18,7,26,22,23,22,37,15,18,43,55,44,49,85,52,53,52,6,62,58,71,55,54,60,17,0,41,36,21,16,8,17,15,61,35,57,58,34,36,31,24,8,40,27,0,43,35
2017-05-01,72,46,43,46,37,69,81,68,90,76,21,21,24,8,51,41,40,42,34,60,60,19,55,40,0,71,57,5,23,31,16,8,47,29,38,77,74,31,74,23,31,33,61,22,21,30,13,18,7,60,14,63,56,67,42,16,0,23,6,2,9,25,27,5,26,54,23,30,24,38,70,46,88,85,6,56,62,63,73,83,58,65,24,61,59,69,78,28,52,19,78,92,80,26,58,74,66,52,60,38,41,66,0,29,36,1,11,5,12,15,53,42,32,39,67,51,76,78,60,57,67,31,76,37,40,57,47,33,54,24,9,20,22,23,20,33,14,20,46,58,46,50,82,46,53,23,6,60,58,71,51,52,64,21,0,43,39,15,8,9,13,12,60,36,66,48,29,33,36,18,0,35,23,0,37,44
2017-06-01,72,34,42,32,40,72,80,72,86,75,21,22,19,8,47,43,41,43,37,70,70,19,56,50,25,76,64,9,27,29,30,11,42,24,35,80,67,33,79,25,23,43,80,25,22,34,22,22,8,73,15,61,57,85,35,14,14,21,6,1,0,24,26,8,26,57,23,33,25,42,73,44,87,86,0,56,61,59,71,80,48,74,22,58,61,73,76,29,52,65,84,92,78,28,59,73,59,45,49,40,37,72,0,33,55,2,35,5,8,34,58,41,33,44,68,60,75,81,59,59,71,46,76,45,41,58,48,41,55,15,12,18,23,97,24,37,14,27,46,54,50,51,77,42,48,48,0,66,53,68,49,45,68,24,0,44,40,15,8,6,13,11,58,37,64,49,29,36,25,17,0,44,15,0,34,42
2017-07-01,69,34,46,34,42,73,83,72,91,82,20,18,16,6,54,45,40,46,36,93,93,22,63,63,51,88,74,13,34,39,17,11,48,38,34,81,64,25,73,26,25,40,68,32,27,29,16,29,9,65,15,76,58,74,40,21,0,20,6,2,0,26,29,7,29,56,20,32,22,25,86,51,88,91,0,60,62,63,79,83,54,74,30,48,63,82,86,30,54,27,80,98,78,30,64,75,59,45,49,40,38,71,16,31,58,1,43,5,8,37,57,43,33,59,79,75,78,86,70,63,66,37,72,50,41,60,53,42,62,26,5,17,26,0,23,37,11,31,47,56,48,54,71,54,52,16,7,74,66,76,52,57,77,15,26,38,34,17,0,5,14,12,55,39,64,64,39,31,31,8,8,44,17,0,35,46
2017-08-01,71,32,45,34,31,71,79,71,83,80,19,21,25,6,49,37,37,36,34,84,84,25,57,55,24,83,63,12,26,31,21,15,45,26,39,78,67,16,77,25,24,43,73,30,25,28,10,26,8,61,15,64,51,56,36,19,0,26,9,3,0,29,34,6,25,58,15,35,26,19,76,44,89,86,0,58,60,69,79,80,49,82,21,56,63,74,84,30,57,19,78,90,82,30,59,70,56,45,54,41,38,68,0,34,52,1,50,5,11,23,57,44,31,58,76,75,77,80,97,62,63,22,74,42,37,49,49,26,60,33,8,29,30,0,19,39,15,26,46,58,42,52,83,65,48,31,0,73,76,82,54,65,78,15,0,39,37,24,41,8,17,14,62,39,68,67,31,31,30,13,0,38,26,0,40,45
2017-09-01,70,29,42,31,29,68,74,67,78,76,19,22,19,3,41,31,28,28,27,54,54,23,34,35,0,53,42,7,21,30,18,10,37,26,33,67,58,16,73,26,24,57,74,29,27,32,13,27,6,64,15,62,41,48,40,9,0,37,15,4,0,26,28,6,30,51,16,30,20,21,70,42,87,79,7,56,59,59,70,73,47,72,39,49,63,71,78,27,51,25,67,90,72,27,55,70,58,53,59,39,38,73,0,29,35,2,50,5,21,28,57,41,33,47,68,68,73,74,56,61,60,17,74,42,36,41,48,25,53,55,11,28,36,0,24,44,18,27,49,53,37,52,84,52,43,15,6,70,73,78,56,62,72,21,0,39,42,30,40,9,23,20,59,37,61,66,29,37,34,18,16,40,34,0,41,40
2017-10-01,68,47,39,41,27,62,71,60,77,74,18,19,21,6,23,21,23,21,17,38,38,12,30,23,22,37,31,4,20,22,17,0,42,18,42,59,47,7,69,22,29,45,66,29,23,37,14,25,8,63,16,72,29,40,19,7,0,44,23,6,0,23,27,5,26,36,9,24,15,28,60,37,82,76,0,50,56,55,68,73,47,72,46,47,56,58,66,27,48,23,61,84,77,28,55,82,69,77,78,36,35,66,0,29,13,2,1,5,11,26,55,41,29,40,65,67,72,72,64,58,62,11,67,35,39,41,47,38,55,20,10,18,24,0,25,39,19,35,56,50,37,52,80,42,49,7,18,59,64,78,62,63,66,19,0,37,38,16,15,6,16,13,58,36,63,51,26,32,31,15,0,47,40,0,42,45
2017-11-01,84,80,40,78,32,62,69,55,72,70,22,19,20,8,14,14,18,16,13,34,34,11,15,14,0,21,18,7,21,30,8,15,39,33,32,40,43,29,79,21,22,48,67,29,22,33,16,28,7,58,16,58,24,37,20,11,6,61,38,9,0,27,28,5,25,32,7,26,10,43,53,39,76,77,0,49,52,49,64,66,36,64,36,35,56,52,59,23,41,35,57,92,72,30,58,96,82,96,93,33,33,63,7,25,10,3,1,5,14,33,53,43,29,35,63,59,71,73,53,57,61,10,67,28,35,58,63,80,53,17,18,49,24,22,33,67,22,36,86,46,56,83,86,63,69,21,6,65,65,85,66,69,67,17,23,40,37,21,0,7,22,20,52,34,59,45,47,42,31,23,0,44,37,0,36,42
2017-12-01,92,58,43,47,40,59,62,49,62,63,16,17,21,3,20,13,19,13,12,32,32,10,11,13,0,19,11,7,18,24,10,12,38,21,21,37,44,0,76,20,25,35,56,29,23,29,4,26,7,59,17,67,24,40,25,6,0,80,52,11,0,24,27,5,26,24,7,18,9,24,51,35,72,71,12,48,49,43,58,56,41,60,27,40,50,44,52,22,40,24,56,82,60,33,58,67,54,58,58,29,31,61,7,21,11,4,2,4,8,32,66,47,41,43,68,82,76,74,59,51,51,8,62,31,41,65,76,70,63,22,18,47,28,0,40,72,23,31,71,42,57,86,80,64,55,22,6,88,61,78,66,61,72,17,0,35,38,17,15,8,17,14,43,35,50,55,39,28,31,18,15,40,30,0,35,43
2018-01-01,70,29,40,29,30,60,63,55,67,72,16,24,23,9,21,13,18,14,12,44,44,11,13,25,21,27,22,4,17,29,31,15,42,28,41,44,45,14,74,18,36,32,52,28,24,34,13,22,6,65,15,70,28,37,21,8,0,75,55,11,8,22,27,9,25,17,4,12,11,2,60,46,83,73,0,50,51,55,70,63,40,61,31,42,48,56,66,26,43,39,54,85,60,32,51,57,40,36,38,33,33,62,7,24,23,25,4,4,18,19,57,44,33,47,60,84,78,68,55,51,57,9,63,35,38,33,43,27,43,40,10,23,28,0,22,36,13,26,47,41,32,46,64,29,42,27,0,58,69,74,61,63,66,18,0,38,38,18,21,7,17,17,46,39,59,50,40,32,34,12,0,40,32,0,32,36
2018-02-01,70,30,46,36,27,60,66,56,67,68,16,17,21,8,20,17,20,17,14,45,45,13,14,21,0,36,27,8,16,24,16,12,42,24,34,47,45,0,74,20,27,34,51,29,27,34,19,23,5,52,13,59,31,44,27,9,0,84,51,12,0,21,25,6,26,20,10,16,14,23,62,48,81,71,6,50,53,54,66,64,33,64,24,50,54,57,63,27,43,18,60,88,65,31,50,61,43,30,37,35,33,65,0,25,47,27,3,5,41,21,50,43,28,43,64,100,80,68,52,50,53,9,60,31,38,34,40,20,42,17,9,17,25,23,20,28,9,21,44,42,27,43,64,34,44,30,12,53,59,66,53,52,63,17,0,37,36,17,24,5,17,15,45,37,58,56,28,34,28,21,0,39,28,0,32,45
2018-03-01,73,48,47,50,30,68,76,64,77,79,18,19,22,9,42,26,29,25,23,47,47,14,24,26,0,44,38,5,20,25,20,11,42,20,38,58,57,14,78,23,34,28,48,35,31,42,12,32,9,64,19,68,40,54,31,11,0,59,33,8,0,23,29,10,25,31,16,21,16,23,67,51,87,82,6,53,64,52,73,73,53,77,51,49,61,68,73,28,49,40,65,83,74,38,54,71,55,42,56,38,39,70,0,30,37,13,4,4,26,16,53,44,31,52,66,76,78,71,61,54,61,9,64,28,36,39,44,30,44,17,12,19,22,0,25,32,12,31,47,46,34,48,79,49,51,21,17,54,64,77,56,59,71,16,0,37,33,25,29,10,24,22,57,38,62,59,40,33,36,18,0,50,30,0,34,49
